날짜,발전기명,설비용량(MW),일발전량(Wh)
2021-04-02,티에스엠텍 태양광,2.244,6528128
2021-04-03,티에스엠텍 태양광,2.244,5064456
2021-04-04,티에스엠텍 태양광,2.244,1738291
2021-04-05,티에스엠텍 태양광,2.244,13568432
2021-04-06,티에스엠텍 태양광,2.244,10510920
2021-04-07,티에스엠텍 태양광,2.244,12796639
2021-04-08,티에스엠텍 태양광,2.244,11447951
2021-04-09,티에스엠텍 태양광,2.244,3724264
2021-04-10,티에스엠텍 태양광,2.244,12739330
2021-04-11,티에스엠텍 태양광,2.244,13153518
2021-04-12,티에스엠텍 태양광,2.244,2890282
2021-04-13,티에스엠텍 태양광,2.244,11151276
2021-04-14,티에스엠텍 태양광,2.244,12564507
2021-04-15,티에스엠텍 태양광,2.244,10419800
2021-04-16,티에스엠텍 태양광,2.244,10304999
2021-04-17,티에스엠텍 태양광,2.244,7930692
2021-04-18,티에스엠텍 태양광,2.244,13811050
2021-04-19,티에스엠텍 태양광,2.244,13341902
2021-04-20,티에스엠텍 태양광,2.244,11590234
2021-04-21,티에스엠텍 태양광,2.244,12498701
2021-04-22,티에스엠텍 태양광,2.244,9672960
2021-04-23,티에스엠텍 태양광,2.244,6542047
2021-04-24,티에스엠텍 태양광,2.244,12399805
2021-04-25,티에스엠텍 태양광,2.244,12145618
2021-04-26,티에스엠텍 태양광,2.244,13476229
2021-04-27,티에스엠텍 태양광,2.244,9526701
2021-04-28,티에스엠텍 태양광,2.244,11904806
2021-04-29,티에스엠텍 태양광,2.244,9574429
2021-04-30,티에스엠텍 태양광,2.244,12618020
2021-04-01,한공건설 태양광,0.34,1759740
2021-04-02,한공건설 태양광,0.34,945360
2021-04-03,한공건설 태양광,0.34,830840
2021-04-04,한공건설 태양광,0.34,291780
2021-04-05,한공건설 태양광,0.34,2050700
2021-04-06,한공건설 태양광,0.34,1616400
2021-04-07,한공건설 태양광,0.34,1951740
2021-04-08,한공건설 태양광,0.34,1762040
2021-04-09,한공건설 태양광,0.34,594020
2021-04-10,한공건설 태양광,0.34,1930640
2021-04-11,한공건설 태양광,0.34,2018380
2021-04-12,한공건설 태양광,0.34,469460
2021-04-13,한공건설 태양광,0.34,1796140
2021-04-14,한공건설 태양광,0.34,1923580
2021-04-15,한공건설 태양광,0.34,1618860
2021-04-16,한공건설 태양광,0.34,1589360
2021-04-17,한공건설 태양광,0.34,1243220
2021-04-18,한공건설 태양광,0.34,2086720
2021-04-19,한공건설 태양광,0.34,2052420
2021-04-20,한공건설 태양광,0.34,1808360
2021-04-21,한공건설 태양광,0.34,1939520
2021-04-22,한공건설 태양광,0.34,1541040
2021-04-23,한공건설 태양광,0.34,1043040
2021-04-24,한공건설 태양광,0.34,1846640
2021-04-25,한공건설 태양광,0.34,1828580
2021-04-26,한공건설 태양광,0.34,2066400
2021-04-27,한공건설 태양광,0.34,1476320
2021-04-28,한공건설 태양광,0.34,1855900
2021-04-29,한공건설 태양광,0.34,1504920
2021-04-30,한공건설 태양광,0.34,2003520
2021-04-01,한국몰드(1) 태양광,0.374,1719660
2021-04-02,한국몰드(1) 태양광,0.374,1405440
2021-04-03,한국몰드(1) 태양광,0.374,822340
2021-04-04,한국몰드(1) 태양광,0.374,471840
2021-04-05,한국몰드(1) 태양광,0.374,2224340
2021-04-06,한국몰드(1) 태양광,0.374,1848800
2021-04-07,한국몰드(1) 태양광,0.374,2218820
2021-04-08,한국몰드(1) 태양광,0.374,1973460
2021-04-09,한국몰드(1) 태양광,0.374,785500
2021-04-10,한국몰드(1) 태양광,0.374,2272080
2021-04-11,한국몰드(1) 태양광,0.374,2262640
2021-04-12,한국몰드(1) 태양광,0.374,581400
2021-04-13,한국몰드(1) 태양광,0.374,2107540
2021-04-14,한국몰드(1) 태양광,0.374,2189400
2021-04-15,한국몰드(1) 태양광,0.374,1858020
2021-04-16,한국몰드(1) 태양광,0.374,1631080
2021-04-17,한국몰드(1) 태양광,0.374,1512140
2021-04-18,한국몰드(1) 태양광,0.374,2292980
2021-04-19,한국몰드(1) 태양광,0.374,2364320
2021-04-20,한국몰드(1) 태양광,0.374,2146600
2021-04-21,한국몰드(1) 태양광,0.374,2163020
2021-04-22,한국몰드(1) 태양광,0.374,1774200
2021-04-23,한국몰드(1) 태양광,0.374,1039020
2021-04-24,한국몰드(1) 태양광,0.374,2085980
2021-04-25,한국몰드(1) 태양광,0.374,1800080
2021-04-26,한국몰드(1) 태양광,0.374,2351940
2021-04-27,한국몰드(1) 태양광,0.374,1760980
2021-04-28,한국몰드(1) 태양광,0.374,2070820
2021-04-29,한국몰드(1) 태양광,0.374,1681920
2021-04-30,한국몰드(1) 태양광,0.374,2288660
2021-05-01,광양항광양냉장태양광,0.693,2753760
2021-05-02,광양항광양냉장태양광,0.693,4655520
2021-05-03,광양항광양냉장태양광,0.693,4555200
2021-05-04,광양항광양냉장태양광,0.693,627840
2021-05-05,광양항광양냉장태양광,0.693,4783680
2021-05-06,광양항광양냉장태양광,0.693,3192000
2021-05-07,광양항광양냉장태양광,0.693,3498720
2021-05-08,광양항광양냉장태양광,0.693,4409760
2021-05-09,광양항광양냉장태양광,0.693,4579680
2021-05-10,광양항광양냉장태양광,0.693,2546400
2021-05-11,광양항광양냉장태양광,0.693,1671360
2021-05-12,광양항광양냉장태양광,0.693,3654240
2021-05-13,광양항광양냉장태양광,0.693,4371840
2021-05-14,광양항광양냉장태양광,0.693,3406560
2021-05-15,광양항광양냉장태양광,0.693,978720
2021-05-16,광양항광양냉장태양광,0.693,460800
2021-05-17,광양항광양냉장태양광,0.693,1697280
2021-05-18,광양항광양냉장태양광,0.693,3347040
2021-05-19,광양항광양냉장태양광,0.693,4122240
2021-05-20,광양항광양냉장태양광,0.693,852480
2021-05-21,광양항광양냉장태양광,0.693,3403680
2021-05-22,광양항광양냉장태양광,0.693,4643520
2021-05-23,광양항광양냉장태양광,0.693,4121280
2021-05-24,광양항광양냉장태양광,0.693,3578880
2021-05-25,광양항광양냉장태양광,0.693,4039200
2021-05-26,광양항광양냉장태양광,0.693,2389920
2021-05-27,광양항광양냉장태양광,0.693,2341920
2021-05-28,광양항광양냉장태양광,0.693,3215520
2021-05-29,광양항광양냉장태양광,0.693,4563840
2021-05-30,광양항광양냉장태양광,0.693,4443360
2021-05-31,광양항광양냉장태양광,0.693,4379607
2021-05-01,광양항어울림태양광,0.656,2450880
2021-05-02,광양항어울림태양광,0.656,4260000
2021-05-03,광양항어울림태양광,0.656,4324800
2021-05-04,광양항어울림태양광,0.656,551040
2021-05-05,광양항어울림태양광,0.656,4456800
2021-05-06,광양항어울림태양광,0.656,3137760
2021-05-07,광양항어울림태양광,0.656,3247200
2021-05-08,광양항어울림태양광,0.656,4148160
2021-05-09,광양항어울림태양광,0.656,4327200
2021-05-10,광양항어울림태양광,0.656,2450880
2021-05-11,광양항어울림태양광,0.656,1573440
2021-05-12,광양항어울림태양광,0.656,3492480
2021-05-13,광양항어울림태양광,0.656,4177440
2021-05-14,광양항어울림태양광,0.656,3274560
2021-05-15,광양항어울림태양광,0.656,898080
2021-05-16,광양항어울림태양광,0.656,441600
2021-05-17,광양항어울림태양광,0.656,1591200
2021-05-18,광양항어울림태양광,0.656,3217440
2021-05-19,광양항어울림태양광,0.656,3936480
2021-05-20,광양항어울림태양광,0.656,822240
2021-05-21,광양항어울림태양광,0.656,3286080
2021-05-22,광양항어울림태양광,0.656,4379520
2021-05-23,광양항어울림태양광,0.656,3854880
2021-05-24,광양항어울림태양광,0.656,3270240
2021-05-25,광양항어울림태양광,0.656,3719520
2021-05-26,광양항어울림태양광,0.656,2242080
2021-05-27,광양항어울림태양광,0.656,2076000
2021-05-28,광양항어울림태양광,0.656,3024480
2021-05-29,광양항어울림태양광,0.656,4270080
2021-05-30,광양항어울림태양광,0.656,4157760
2021-05-31,광양항어울림태양광,0.656,4020480
2021-05-01,광양항태양광,2.3,6692400
2021-05-02,광양항태양광,2.3,11071800
2021-05-03,광양항태양광,2.3,12319200
2021-05-04,광양항태양광,2.3,1393200
2021-05-05,광양항태양광,2.3,12657600
2021-05-06,광양항태양광,2.3,8785800
2021-05-07,광양항태양광,2.3,8712000
2021-05-08,광양항태양광,2.3,10112400
2021-05-09,광양항태양광,2.3,10710000
2021-05-10,광양항태양광,2.3,5949000
2021-05-11,광양항태양광,2.3,3879000
2021-05-12,광양항태양광,2.3,8467200
2021-05-13,광양항태양광,2.3,11066400
2021-05-14,광양항태양광,2.3,9626400
2021-05-15,광양항태양광,2.3,2320200
2021-05-16,광양항태양광,2.3,1387800
2021-05-17,광양항태양광,2.3,5441400
2021-05-18,광양항태양광,2.3,8857800
2021-05-19,광양항태양광,2.3,11464200
2021-05-20,광양항태양광,2.3,2061000
2021-05-21,광양항태양광,2.3,8640000
2021-05-22,광양항태양광,2.3,12965400
2021-05-23,광양항태양광,2.3,11593800
2021-05-24,광양항태양광,2.3,10184400
2021-05-25,광양항태양광,2.3,11122200
2021-05-26,광양항태양광,2.3,6492600
2021-05-27,광양항태양광,2.3,7153200
2021-05-28,광양항태양광,2.3,8929800
2021-05-29,광양항태양광,2.3,12774600
2021-05-30,광양항태양광,2.3,12414600
2021-05-31,광양항태양광,2.3,11991600
2021-05-01,광양항황금물류센터태양광,1.1,3439488
2021-05-02,광양항황금물류센터태양광,1.1,6371808
2021-05-03,광양항황금물류센터태양광,1.1,7057536
2021-05-04,광양항황금물류센터태양광,1.1,770208
2021-05-05,광양항황금물류센터태양광,1.1,6996480
2021-05-06,광양항황금물류센터태양광,1.1,5397120
2021-05-07,광양항황금물류센터태양광,1.1,5114400
2021-05-08,광양항황금물류센터태양광,1.1,6718752
2021-05-09,광양항황금물류센터태양광,1.1,6901152
2021-05-10,광양항황금물류센터태양광,1.1,3844512
2021-05-11,광양항황금물류센터태양광,1.1,2421504
2021-05-12,광양항황금물류센터태양광,1.1,5533536
2021-05-13,광양항황금물류센터태양광,1.1,6618432
2021-05-14,광양항황금물류센터태양광,1.1,5251008
2021-05-15,광양항황금물류센터태양광,1.1,1144416
2021-05-16,광양항황금물류센터태양광,1.1,764352
2021-05-17,광양항황금물류센터태양광,1.1,2876352
2021-05-18,광양항황금물류센터태양광,1.1,4644960
2021-05-19,광양항황금물류센터태양광,1.1,6441312
2021-05-20,광양항황금물류센터태양광,1.1,1046400
2021-05-21,광양항황금물류센터태양광,1.1,4056576
2021-05-22,광양항황금물류센터태양광,1.1,6811008
2021-05-23,광양항황금물류센터태양광,1.1,6139584
2021-05-24,광양항황금물류센터태양광,1.1,5082240
2021-05-25,광양항황금물류센터태양광,1.1,5476032
2021-05-26,광양항황금물류센터태양광,1.1,3601344
2021-05-27,광양항황금물류센터태양광,1.1,3157632
2021-05-28,광양항황금물류센터태양광,1.1,4882944
2021-05-29,광양항황금물류센터태양광,1.1,6850848
2021-05-30,광양항황금물류센터태양광,1.1,6451200
2021-05-31,광양항황금물류센터태양광,1.1,6139776
2021-05-01,당진매립장태양광,1.3,4517640
2021-05-02,당진매립장태양광,1.3,7000920
2021-05-03,당진매립장태양광,1.3,6652920
2021-05-04,당진매립장태양광,1.3,1428480
2021-05-05,당진매립장태양광,1.3,7194720
2021-05-06,당진매립장태양광,1.3,5538000
2021-05-07,당진매립장태양광,1.3,4093920
2021-05-08,당진매립장태양광,1.3,5940960
2021-05-09,당진매립장태양광,1.3,6945360
2021-05-10,당진매립장태양광,1.3,938520
2021-05-11,당진매립장태양광,1.3,4909440
2021-05-12,당진매립장태양광,1.3,6551280
2021-05-13,당진매립장태양광,1.3,6435600
2021-05-14,당진매립장태양광,1.3,5530200
2021-05-15,당진매립장태양광,1.3,1755600
2021-05-16,당진매립장태양광,1.3,808560
2021-05-17,당진매립장태양광,1.3,2007960
2021-05-18,당진매립장태양광,1.3,6400680
2021-05-19,당진매립장태양광,1.3,7086960
2021-05-20,당진매립장태양광,1.3,1562280
2021-05-21,당진매립장태양광,1.3,1396440
2021-05-22,당진매립장태양광,1.3,6918360
2021-05-23,당진매립장태양광,1.3,4532160
2021-05-24,당진매립장태양광,1.3,5815680
2021-05-25,당진매립장태양광,1.3,6574560
2021-05-26,당진매립장태양광,1.3,4195080
2021-05-27,당진매립장태양광,1.3,3703200
2021-05-28,당진매립장태양광,1.3,3769440
2021-05-29,당진매립장태양광,1.3,5445720
2021-05-30,당진매립장태양광,1.3,6454560
2021-05-31,당진매립장태양광,1.3,4021800
2021-05-01,당진신행정동옥상태양광,1,3358346
2021-05-02,당진신행정동옥상태양광,1,4908073
2021-05-03,당진신행정동옥상태양광,1,4411987
2021-05-04,당진신행정동옥상태양광,1,663858
2021-05-05,당진신행정동옥상태양광,1,4033775
2021-05-06,당진신행정동옥상태양광,1,3152968
2021-05-07,당진신행정동옥상태양광,1,3244087
2021-05-08,당진신행정동옥상태양광,1,4220349
2021-05-09,당진신행정동옥상태양광,1,4900841
2021-05-10,당진신행정동옥상태양광,1,737620
2021-05-11,당진신행정동옥상태양광,1,3691721
2021-05-12,당진신행정동옥상태양광,1,4472007
2021-05-13,당진신행정동옥상태양광,1,4348349
2021-05-14,당진신행정동옥상태양광,1,4038837
2021-05-15,당진신행정동옥상태양광,1,1012420
2021-05-16,당진신행정동옥상태양광,1,319634
2021-05-17,당진신행정동옥상태양광,1,1569252
2021-05-18,당진신행정동옥상태양광,1,4513951
2021-05-19,당진신행정동옥상태양광,1,4834308
2021-05-20,당진신행정동옥상태양광,1,1116555
2021-05-21,당진신행정동옥상태양광,1,984218
2021-05-22,당진신행정동옥상태양광,1,4738856
2021-05-23,당진신행정동옥상태양광,1,3234686
2021-05-24,당진신행정동옥상태양광,1,4148033
2021-05-25,당진신행정동옥상태양광,1,3693167
2021-05-26,당진신행정동옥상태양광,1,3663518
2021-05-27,당진신행정동옥상태양광,1,2504296
2021-05-28,당진신행정동옥상태양광,1,2585289
2021-05-29,당진신행정동옥상태양광,1,3680874
2021-05-30,당진신행정동옥상태양광,1,4429342
2021-05-31,당진신행정동옥상태양광,1,2880337
2021-05-01,당진옥내저탄장지붕태양광,3.4,15307200
2021-05-02,당진옥내저탄장지붕태양광,3.4,22555680
2021-05-03,당진옥내저탄장지붕태양광,3.4,20830800
2021-05-04,당진옥내저탄장지붕태양광,3.4,3398880
2021-05-05,당진옥내저탄장지붕태양광,3.4,23254800
2021-05-06,당진옥내저탄장지붕태양광,3.4,16681440
2021-05-07,당진옥내저탄장지붕태양광,3.4,14929920
2021-05-08,당진옥내저탄장지붕태양광,3.4,17897760
2021-05-09,당진옥내저탄장지붕태양광,3.4,21681360
2021-05-10,당진옥내저탄장지붕태양광,3.4,2886000
2021-05-11,당진옥내저탄장지붕태양광,3.4,15465360
2021-05-12,당진옥내저탄장지붕태양광,3.4,19846560
2021-05-13,당진옥내저탄장지붕태양광,3.4,20187120
2021-05-14,당진옥내저탄장지붕태양광,3.4,16930320
2021-05-15,당진옥내저탄장지붕태양광,3.4,3929520
2021-05-16,당진옥내저탄장지붕태양광,3.4,1497120
2021-05-17,당진옥내저탄장지붕태양광,3.4,7446480
2021-05-18,당진옥내저탄장지붕태양광,3.4,21003600
2021-05-19,당진옥내저탄장지붕태양광,3.4,21217440
2021-05-20,당진옥내저탄장지붕태양광,3.4,4436640
2021-05-21,당진옥내저탄장지붕태양광,3.4,4430400
2021-05-22,당진옥내저탄장지붕태양광,3.4,20665920
2021-05-23,당진옥내저탄장지붕태양광,3.4,12685440
2021-05-24,당진옥내저탄장지붕태양광,3.4,19135920
2021-05-25,당진옥내저탄장지붕태양광,3.4,19888560
2021-05-26,당진옥내저탄장지붕태양광,3.4,14329920
2021-05-27,당진옥내저탄장지붕태양광,3.4,12816480
2021-05-28,당진옥내저탄장지붕태양광,3.4,12210960
2021-05-29,당진옥내저탄장지붕태양광,3.4,12958800
2021-05-30,당진옥내저탄장지붕태양광,3.4,17073840
2021-05-31,당진옥내저탄장지붕태양광,3.4,10907520
2021-05-01,당진자재창고태양광,0.7,2688000
2021-05-02,당진자재창고태양광,0.7,4210320
2021-05-03,당진자재창고태양광,0.7,3906048
2021-05-04,당진자재창고태양광,0.7,620208
2021-05-05,당진자재창고태양광,0.7,4347840
2021-05-06,당진자재창고태양광,0.7,3087024
2021-05-07,당진자재창고태양광,0.7,2666544
2021-05-08,당진자재창고태양광,0.7,3291792
2021-05-09,당진자재창고태양광,0.7,4122048
2021-05-10,당진자재창고태양광,0.7,516432
2021-05-11,당진자재창고태양광,0.7,2829984
2021-05-12,당진자재창고태양광,0.7,3772608
2021-05-13,당진자재창고태양광,0.7,3809616
2021-05-14,당진자재창고태양광,0.7,3293568
2021-05-15,당진자재창고태양광,0.7,722160
2021-05-16,당진자재창고태양광,0.7,211680
2021-05-17,당진자재창고태양광,0.7,1223472
2021-05-18,당진자재창고태양광,0.7,3964368
2021-05-19,당진자재창고태양광,0.7,4076160
2021-05-20,당진자재창고태양광,0.7,804624
2021-05-21,당진자재창고태양광,0.7,754752
2021-05-22,당진자재창고태양광,0.7,3940128
2021-05-23,당진자재창고태양광,0.7,2406624
2021-05-24,당진자재창고태양광,0.7,3626064
2021-05-25,당진자재창고태양광,0.7,3869568
2021-05-26,당진자재창고태양광,0.7,2895984
2021-05-27,당진자재창고태양광,0.7,2135520
2021-05-28,당진자재창고태양광,0.7,2129904
2021-05-29,당진자재창고태양광,0.7,2673408
2021-05-30,당진자재창고태양광,0.7,3556224
2021-05-31,당진자재창고태양광,0.7,2313552
2021-05-01,당진제1회처리장태양광,25,103556211
2021-05-02,당진제1회처리장태양광,25,149422501
2021-05-03,당진제1회처리장태양광,25,141015790
2021-05-04,당진제1회처리장태양광,25,23954606
2021-05-05,당진제1회처리장태양광,25,150181816
2021-05-06,당진제1회처리장태양광,25,114512053
2021-05-07,당진제1회처리장태양광,25,94173236
2021-05-08,당진제1회처리장태양광,25,123497290
2021-05-09,당진제1회처리장태양광,25,144251919
2021-05-10,당진제1회처리장태양광,25,19000974
2021-05-11,당진제1회처리장태양광,25,107786686
2021-05-12,당진제1회처리장태양광,25,145137790
2021-05-13,당진제1회처리장태양광,25,144703894
2021-05-14,당진제1회처리장태양광,25,131506265
2021-05-15,당진제1회처리장태양광,25,27480000
2021-05-16,당진제1회처리장태양광,25,10142290
2021-05-17,당진제1회처리장태양광,25,56984841
2021-05-18,당진제1회처리장태양광,25,140473423
2021-05-19,당진제1회처리장태양광,25,149802157
2021-05-20,당진제1회처리장태양광,25,31475448
2021-05-21,당진제1회처리장태양광,25,33427972
2021-05-22,당진제1회처리장태양광,25,144179605
2021-05-23,당진제1회처리장태양광,25,93847815
2021-05-24,당진제1회처리장태양광,25,129318712
2021-05-25,당진제1회처리장태양광,25,132374054
2021-05-26,당진제1회처리장태양광,25,105309867
2021-05-27,당진제1회처리장태양광,25,87737130
2021-05-28,당진제1회처리장태양광,25,84952974
2021-05-29,당진제1회처리장태양광,25,105852238
2021-05-30,당진제1회처리장태양광,25,131271235
2021-05-31,당진제1회처리장태양광,25,78046816
2021-05-01,당진제2회처리장수상태양광,3.5,16204800
2021-05-02,당진제2회처리장수상태양광,3.5,23824800
2021-05-03,당진제2회처리장수상태양광,3.5,21871200
2021-05-04,당진제2회처리장수상태양광,3.5,3249600
2021-05-05,당진제2회처리장수상태양광,3.5,24292800
2021-05-06,당진제2회처리장수상태양광,3.5,17935200
2021-05-07,당진제2회처리장수상태양광,3.5,14784000
2021-05-08,당진제2회처리장수상태양광,3.5,19348800
2021-05-09,당진제2회처리장수상태양광,3.5,23061600
2021-05-10,당진제2회처리장수상태양광,3.5,3153600
2021-05-11,당진제2회처리장수상태양광,3.5,16077600
2021-05-12,당진제2회처리장수상태양광,3.5,21756000
2021-05-13,당진제2회처리장수상태양광,3.5,21715200
2021-05-14,당진제2회처리장수상태양광,3.5,19512000
2021-05-15,당진제2회처리장수상태양광,3.5,4221600
2021-05-16,당진제2회처리장수상태양광,3.5,1605600
2021-05-17,당진제2회처리장수상태양광,3.5,8839200
2021-05-18,당진제2회처리장수상태양광,3.5,21614400
2021-05-19,당진제2회처리장수상태양광,3.5,23426400
2021-05-20,당진제2회처리장수상태양광,3.5,4936800
2021-05-21,당진제2회처리장수상태양광,3.5,5301600
2021-05-22,당진제2회처리장수상태양광,3.5,22370400
2021-05-23,당진제2회처리장수상태양광,3.5,14260800
2021-05-24,당진제2회처리장수상태양광,3.5,19888800
2021-05-25,당진제2회처리장수상태양광,3.5,21280800
2021-05-26,당진제2회처리장수상태양광,3.5,16108800
2021-05-27,당진제2회처리장수상태양광,3.5,13910400
2021-05-28,당진제2회처리장수상태양광,3.5,11085600
2021-05-29,당진제2회처리장수상태양광,3.5,14196000
2021-05-30,당진제2회처리장수상태양광,3.5,17515200
2021-05-31,당진제2회처리장수상태양광,3.5,10555200
2021-05-01,당진태양광,1,3850752
2021-05-02,당진태양광,1,6018528
2021-05-03,당진태양광,1,5530464
2021-05-04,당진태양광,1,794976
2021-05-05,당진태양광,1,6211104
2021-05-06,당진태양광,1,4367136
2021-05-07,당진태양광,1,3836064
2021-05-08,당진태양광,1,4672800
2021-05-09,당진태양광,1,5832096
2021-05-10,당진태양광,1,676992
2021-05-11,당진태양광,1,4059072
2021-05-12,당진태양광,1,5360640
2021-05-13,당진태양광,1,5363712
2021-05-14,당진태양광,1,4550688
2021-05-15,당진태양광,1,943968
2021-05-16,당진태양광,1,186528
2021-05-17,당진태양광,1,1640160
2021-05-18,당진태양광,1,5620320
2021-05-19,당진태양광,1,5623488
2021-05-20,당진태양광,1,1062048
2021-05-21,당진태양광,1,821952
2021-05-22,당진태양광,1,5504448
2021-05-23,당진태양광,1,3279936
2021-05-24,당진태양광,1,4864320
2021-05-25,당진태양광,1,5509440
2021-05-26,당진태양광,1,3990432
2021-05-27,당진태양광,1,3123360
2021-05-28,당진태양광,1,3182208
2021-05-29,당진태양광,1,3526368
2021-05-30,당진태양광,1,4853568
2021-05-31,당진태양광,1,3102432
2021-05-01,당진화력수상태양광,1,3760320
2021-05-02,당진화력수상태양광,1,5973120
2021-05-03,당진화력수상태양광,1,5475840
2021-05-04,당진화력수상태양광,1,888000
2021-05-05,당진화력수상태양광,1,5971200
2021-05-06,당진화력수상태양광,1,4300800
2021-05-07,당진화력수상태양광,1,3758400
2021-05-08,당진화력수상태양광,1,4564800
2021-05-09,당진화력수상태양광,1,5646720
2021-05-10,당진화력수상태양광,1,747840
2021-05-11,당진화력수상태양광,1,4033920
2021-05-12,당진화력수상태양광,1,5349120
2021-05-13,당진화력수상태양광,1,5337600
2021-05-14,당진화력수상태양광,1,4576320
2021-05-15,당진화력수상태양광,1,1011840
2021-05-16,당진화력수상태양광,1,337920
2021-05-17,당진화력수상태양광,1,1729920
2021-05-18,당진화력수상태양광,1,5503680
2021-05-19,당진화력수상태양광,1,5581440
2021-05-20,당진화력수상태양광,1,1128000
2021-05-21,당진화력수상태양광,1,692160
2021-05-22,당진화력수상태양광,1,2657280
2021-05-23,당진화력수상태양광,1,1608000
2021-05-24,당진화력수상태양광,1,3303360
2021-05-25,당진화력수상태양광,1,5283840
2021-05-26,당진화력수상태양광,1,3926400
2021-05-27,당진화력수상태양광,1,2989440
2021-05-28,당진화력수상태양광,1,3160320
2021-05-29,당진화력수상태양광,1,3605760
2021-05-30,당진화력수상태양광,1,4883520
2021-05-31,당진화력수상태양광,1,3098880
2021-05-01,당진후문주차장태양광,1,4338000
2021-05-02,당진후문주차장태양광,1,6372000
2021-05-03,당진후문주차장태양광,1,6075360
2021-05-04,당진후문주차장태양광,1,1035360
2021-05-05,당진후문주차장태양광,1,6764400
2021-05-06,당진후문주차장태양광,1,4867920
2021-05-07,당진후문주차장태양광,1,4224240
2021-05-08,당진후문주차장태양광,1,5142960
2021-05-09,당진후문주차장태양광,1,6358320
2021-05-10,당진후문주차장태양광,1,850320
2021-05-11,당진후문주차장태양광,1,4466160
2021-05-12,당진후문주차장태양광,1,5834880
2021-05-13,당진후문주차장태양광,1,5874480
2021-05-14,당진후문주차장태양광,1,5016240
2021-05-15,당진후문주차장태양광,1,1184400
2021-05-16,당진후문주차장태양광,1,424800
2021-05-17,당진후문주차장태양광,1,2212560
2021-05-18,당진후문주차장태양광,1,6138000
2021-05-19,당진후문주차장태양광,1,6276960
2021-05-20,당진후문주차장태양광,1,1330560
2021-05-21,당진후문주차장태양광,1,1298160
2021-05-22,당진후문주차장태양광,1,6097680
2021-05-23,당진후문주차장태양광,1,3785040
2021-05-24,당진후문주차장태양광,1,5572800
2021-05-25,당진후문주차장태양광,1,5978880
2021-05-26,당진후문주차장태양광,1,4441680
2021-05-27,당진후문주차장태양광,1,3700800
2021-05-28,당진후문주차장태양광,1,3678480
2021-05-29,당진후문주차장태양광,1,4145760
2021-05-30,당진후문주차장태양광,1,5407200
2021-05-31,당진후문주차장태양광,1,3412800
2021-05-01,대양특수강(1) 태양광 발전설비,0.19,508488
2021-05-02,대양특수강(1) 태양광 발전설비,0.19,1001872
2021-05-03,대양특수강(1) 태양광 발전설비,0.19,1243320
2021-05-04,대양특수강(1) 태양광 발전설비,0.19,466784
2021-05-05,대양특수강(1) 태양광 발전설비,0.19,1209280
2021-05-06,대양특수강(1) 태양광 발전설비,0.19,1126032
2021-05-07,대양특수강(1) 태양광 발전설비,0.19,1070648
2021-05-08,대양특수강(1) 태양광 발전설비,0.19,1255760
2021-05-09,대양특수강(1) 태양광 발전설비,0.19,1293872
2021-05-10,대양특수강(1) 태양광 발전설비,0.19,450728
2021-05-11,대양특수강(1) 태양광 발전설비,0.19,539576
2021-05-12,대양특수강(1) 태양광 발전설비,0.19,699712
2021-05-13,대양특수강(1) 태양광 발전설비,0.19,1166472
2021-05-14,대양특수강(1) 태양광 발전설비,0.19,1178080
2021-05-15,대양특수강(1) 태양광 발전설비,0.19,222560
2021-05-16,대양특수강(1) 태양광 발전설비,0.19,149168
2021-05-17,대양특수강(1) 태양광 발전설비,0.19,278952
2021-05-18,대양특수강(1) 태양광 발전설비,0.19,389032
2021-05-19,대양특수강(1) 태양광 발전설비,0.19,1235720
2021-05-20,대양특수강(1) 태양광 발전설비,0.19,228320
2021-05-21,대양특수강(1) 태양광 발전설비,0.19,503632
2021-05-22,대양특수강(1) 태양광 발전설비,0.19,1283496
2021-05-23,대양특수강(1) 태양광 발전설비,0.19,1049560
2021-05-24,대양특수강(1) 태양광 발전설비,0.19,622808
2021-05-25,대양특수강(1) 태양광 발전설비,0.19,1030080
2021-05-26,대양특수강(1) 태양광 발전설비,0.19,873776
2021-05-27,대양특수강(1) 태양광 발전설비,0.19,691808
2021-05-28,대양특수강(1) 태양광 발전설비,0.19,1072144
2021-05-29,대양특수강(1) 태양광 발전설비,0.19,1245216
2021-05-30,대양특수강(1) 태양광 발전설비,0.19,1294184
2021-05-31,대양특수강(1) 태양광 발전설비,0.19,905280
2021-05-01,대양특수강(2) 태양광 발전설비,0.088,238676
2021-05-02,대양특수강(2) 태양광 발전설비,0.088,485072
2021-05-03,대양특수강(2) 태양광 발전설비,0.088,578348
2021-05-04,대양특수강(2) 태양광 발전설비,0.088,209292
2021-05-05,대양특수강(2) 태양광 발전설비,0.088,563096
2021-05-06,대양특수강(2) 태양광 발전설비,0.088,510136
2021-05-07,대양특수강(2) 태양광 발전설비,0.088,482816
2021-05-08,대양특수강(2) 태양광 발전설비,0.088,577648
2021-05-09,대양특수강(2) 태양광 발전설비,0.088,604708
2021-05-10,대양특수강(2) 태양광 발전설비,0.088,212788
2021-05-11,대양특수강(2) 태양광 발전설비,0.088,225280
2021-05-12,대양특수강(2) 태양광 발전설비,0.088,254428
2021-05-13,대양특수강(2) 태양광 발전설비,0.088,545644
2021-05-14,대양특수강(2) 태양광 발전설비,0.088,530664
2021-05-15,대양특수강(2) 태양광 발전설비,0.088,94900
